Topo-0000,0.3,1,21,21,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,0.00014999703575167443,[-0.0006999743340177593]
Topo-0000,0.3,1,21,21,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,0.00014999703575167443,[-6.999743340177594e-05]
Topo-0000,0.3,1,21,21,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,1.4999703575167445e-05,[-0.0006999743340177593]
Topo-0000,0.3,1,21,21,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,1.4999703575167445e-05,[-6.999743340177594e-05]
Topo-0000,0.3,1,21,21,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,1.499970357516744e-06,[-0.0006999743340177593]
Topo-0000,0.3,1,21,21,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,1.499970357516744e-06,[-6.999743340177594e-05]
Topo-0000,0.3,10,73,73,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,5.1217817410355034e-05,[-0.0006999743340177593]
Topo-0000,0.3,10,73,73,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,5.1217817410355034e-05,[-6.999743340177594e-05]
Topo-0000,0.3,10,73,73,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,5.121781741035504e-06,[-0.0006999743340177593]
Topo-0000,0.3,10,73,73,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,5.121781741035504e-06,[-6.999743340177594e-05]
Topo-0000,0.3,10,73,73,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,5.121781741035506e-07,[-0.0006999743340177593]
Topo-0000,0.3,10,73,73,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,5.121781741035506e-07,[-6.999743340177594e-05]
Topo-0000,0.3,100,96,96,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,6.75214763843752e-06,[-0.0006999743340177593]
Topo-0000,0.3,100,96,96,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,6.75214763843752e-06,[-6.999743340177594e-05]
Topo-0000,0.3,100,96,96,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,6.75214763843753e-07,[-0.0006999743340177593]
Topo-0000,0.3,100,96,96,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,6.75214763843753e-07,[-6.999743340177594e-05]
Topo-0000,0.3,100,96,96,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,6.752147638437543e-08,[-0.0006999743340177593]
Topo-0000,0.3,100,96,96,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,6.752147638437543e-08,[-6.999743340177594e-05]
Topo-0000,0.3,1,21,21,False,1,Rb0=1;Ra0=100000;L0=1;,1,1.4999703575167443e-05,[-6.999743340177594e-05]
Topo-0000,0.3,1,21,21,False,1,Rb0=1;Ra0=100000;L0=10;,1,1.4999703575167443e-05,[-6.999743340177594e-06]
Topo-0000,0.3,1,21,21,False,1,Rb0=1;Ra0=100000;L0=1;,10,1.4999703575167445e-06,[-6.999743340177594e-05]
Topo-0000,0.3,1,21,21,False,1,Rb0=1;Ra0=100000;L0=10;,10,1.4999703575167445e-06,[-6.999743340177594e-06]
Topo-0000,0.3,1,21,21,False,1,Rb0=1;Ra0=100000;L0=1;,100,1.499970357516744e-07,[-6.999743340177594e-05]
Topo-0000,0.3,1,21,21,False,1,Rb0=1;Ra0=100000;L0=10;,100,1.499970357516744e-07,[-6.999743340177594e-06]
Topo-0000,0.3,10,73,73,False,1,Rb0=1;Ra0=100000;L0=1;,1,5.121781741035504e-06,[-6.999743340177594e-05]
Topo-0000,0.3,10,73,73,False,1,Rb0=1;Ra0=100000;L0=10;,1,5.121781741035504e-06,[-6.999743340177594e-06]
Topo-0000,0.3,10,73,73,False,1,Rb0=1;Ra0=100000;L0=1;,10,5.121781741035504e-07,[-6.999743340177594e-05]
Topo-0000,0.3,10,73,73,False,1,Rb0=1;Ra0=100000;L0=10;,10,5.121781741035504e-07,[-6.999743340177594e-06]
Topo-0000,0.3,10,73,73,False,1,Rb0=1;Ra0=100000;L0=1;,100,5.121781741035507e-08,[-6.999743340177594e-05]
Topo-0000,0.3,10,73,73,False,1,Rb0=1;Ra0=100000;L0=10;,100,5.121781741035507e-08,[-6.999743340177594e-06]
Topo-0000,0.3,100,96,96,False,1,Rb0=1;Ra0=100000;L0=1;,1,6.752147638437521e-07,[-6.999743340177594e-05]
Topo-0000,0.3,100,96,96,False,1,Rb0=1;Ra0=100000;L0=10;,1,6.752147638437521e-07,[-6.999743340177594e-06]
Topo-0000,0.3,100,96,96,False,1,Rb0=1;Ra0=100000;L0=1;,10,6.752147638437531e-08,[-6.999743340177594e-05]
Topo-0000,0.3,100,96,96,False,1,Rb0=1;Ra0=100000;L0=10;,10,6.752147638437531e-08,[-6.999743340177594e-06]
Topo-0000,0.3,100,96,96,False,1,Rb0=1;Ra0=100000;L0=1;,100,6.752147638437544e-09,[-6.999743340177594e-05]
Topo-0000,0.3,100,96,96,False,1,Rb0=1;Ra0=100000;L0=10;,100,6.752147638437544e-09,[-6.999743340177594e-06]
Topo-0000,0.3,1,21,21,False,10,Rb0=1;Ra0=100000;L0=1;,1,1.4999703575167443e-06,[-6.999743340177593e-06]
Topo-0000,0.3,1,21,21,False,10,Rb0=1;Ra0=100000;L0=10;,1,1.4999703575167443e-06,[-6.999743340177595e-07]
Topo-0000,0.3,1,21,21,False,10,Rb0=1;Ra0=100000;L0=1;,10,1.4999703575167444e-07,[-6.999743340177593e-06]
Topo-0000,0.3,1,21,21,False,10,Rb0=1;Ra0=100000;L0=10;,10,1.4999703575167444e-07,[-6.999743340177595e-07]
Topo-0000,0.3,1,21,21,False,10,Rb0=1;Ra0=100000;L0=1;,100,1.4999703575167443e-08,[-6.999743340177593e-06]
Topo-0000,0.3,1,21,21,False,10,Rb0=1;Ra0=100000;L0=10;,100,1.4999703575167443e-08,[-6.999743340177595e-07]
Topo-0000,0.3,10,73,73,False,10,Rb0=1;Ra0=100000;L0=1;,1,5.121781741035504e-07,[-6.999743340177593e-06]
Topo-0000,0.3,10,73,73,False,10,Rb0=1;Ra0=100000;L0=10;,1,5.121781741035504e-07,[-6.999743340177595e-07]
Topo-0000,0.3,10,73,73,False,10,Rb0=1;Ra0=100000;L0=1;,10,5.121781741035504e-08,[-6.999743340177593e-06]
Topo-0000,0.3,10,73,73,False,10,Rb0=1;Ra0=100000;L0=10;,10,5.121781741035504e-08,[-6.999743340177595e-07]
Topo-0000,0.3,10,73,73,False,10,Rb0=1;Ra0=100000;L0=1;,100,5.121781741035507e-09,[-6.999743340177593e-06]
Topo-0000,0.3,10,73,73,False,10,Rb0=1;Ra0=100000;L0=10;,100,5.121781741035507e-09,[-6.999743340177595e-07]
Topo-0000,0.3,100,96,96,False,10,Rb0=1;Ra0=100000;L0=1;,1,6.752147638437519e-08,[-6.999743340177593e-06]
Topo-0000,0.3,100,96,96,False,10,Rb0=1;Ra0=100000;L0=10;,1,6.752147638437519e-08,[-6.999743340177595e-07]
Topo-0000,0.3,100,96,96,False,10,Rb0=1;Ra0=100000;L0=1;,10,6.75214763843753e-09,[-6.999743340177593e-06]
Topo-0000,0.3,100,96,96,False,10,Rb0=1;Ra0=100000;L0=10;,10,6.75214763843753e-09,[-6.999743340177595e-07]
Topo-0000,0.3,100,96,96,False,10,Rb0=1;Ra0=100000;L0=1;,100,6.752147638437544e-10,[-6.999743340177593e-06]
Topo-0000,0.3,100,96,96,False,10,Rb0=1;Ra0=100000;L0=10;,100,6.752147638437544e-10,[-6.999743340177595e-07]
Topo-0000,0.4,1,26,26,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,0.00015999714669288412,[-0.0005999835002887448]
Topo-0000,0.4,1,26,26,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,0.00015999714669288412,[-5.9998350028874494e-05]
Topo-0000,0.4,1,26,26,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,1.5999714669288413e-05,[-0.0005999835002887448]
Topo-0000,0.4,1,26,26,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,1.5999714669288413e-05,[-5.9998350028874494e-05]
Topo-0000,0.4,1,26,26,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,1.5999714669288413e-06,[-0.0005999835002887448]
Topo-0000,0.4,1,26,26,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,1.5999714669288413e-06,[-5.9998350028874494e-05]
Topo-0000,0.4,10,78,78,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,4.705758018202096e-05,[-0.0005999835002887447]
Topo-0000,0.4,10,78,78,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,4.705758018202096e-05,[-5.9998350028874474e-05]
Topo-0000,0.4,10,78,78,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,4.705758018202097e-06,[-0.0005999835002887447]
Topo-0000,0.4,10,78,78,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,4.705758018202097e-06,[-5.9998350028874474e-05]
Topo-0000,0.4,10,78,78,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,4.705758018202095e-07,[-0.0005999835002887447]
Topo-0000,0.4,10,78,78,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,4.705758018202095e-07,[-5.9998350028874474e-05]
Topo-0000,0.4,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,5.839243472185558e-06,[-0.0005999835002887447]
Topo-0000,0.4,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,5.839243472185558e-06,[-5.9998350028874494e-05]
Topo-0000,0.4,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,5.839243472185558e-07,[-0.0005999835002887447]
Topo-0000,0.4,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,5.839243472185558e-07,[-5.9998350028874494e-05]
Topo-0000,0.4,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,5.839243472185585e-08,[-0.0005999835002887447]
Topo-0000,0.4,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,5.839243472185585e-08,[-5.9998350028874494e-05]
Topo-0000,0.4,1,26,26,False,1,Rb0=1;Ra0=100000;L0=1;,1,1.5999714669288413e-05,[-5.999835002887448e-05]
Topo-0000,0.4,1,26,26,False,1,Rb0=1;Ra0=100000;L0=10;,1,1.5999714669288413e-05,[-5.999835002887449e-06]
Topo-0000,0.4,1,26,26,False,1,Rb0=1;Ra0=100000;L0=1;,10,1.5999714669288415e-06,[-5.999835002887448e-05]
Topo-0000,0.4,1,26,26,False,1,Rb0=1;Ra0=100000;L0=10;,10,1.5999714669288415e-06,[-5.999835002887449e-06]
Topo-0000,0.4,1,26,26,False,1,Rb0=1;Ra0=100000;L0=1;,100,1.5999714669288412e-07,[-5.999835002887448e-05]
Topo-0000,0.4,1,26,26,False,1,Rb0=1;Ra0=100000;L0=10;,100,1.5999714669288412e-07,[-5.999835002887449e-06]
Topo-0000,0.4,10,78,78,False,1,Rb0=1;Ra0=100000;L0=1;,1,4.705758018202096e-06,[-5.9998350028874474e-05]
Topo-0000,0.4,10,78,78,False,1,Rb0=1;Ra0=100000;L0=10;,1,4.705758018202096e-06,[-5.999835002887448e-06]
Topo-0000,0.4,10,78,78,False,1,Rb0=1;Ra0=100000;L0=1;,10,4.7057580182020973e-07,[-5.9998350028874474e-05]
Topo-0000,0.4,10,78,78,False,1,Rb0=1;Ra0=100000;L0=10;,10,4.7057580182020973e-07,[-5.999835002887448e-06]
Topo-0000,0.4,10,78,78,False,1,Rb0=1;Ra0=100000;L0=1;,100,4.705758018202096e-08,[-5.9998350028874474e-05]
Topo-0000,0.4,10,78,78,False,1,Rb0=1;Ra0=100000;L0=10;,100,4.705758018202096e-08,[-5.999835002887448e-06]
Topo-0000,0.4,100,97,97,False,1,Rb0=1;Ra0=100000;L0=1;,1,5.839243472185558e-07,[-5.9998350028874474e-05]
Topo-0000,0.4,100,97,97,False,1,Rb0=1;Ra0=100000;L0=10;,1,5.839243472185558e-07,[-5.999835002887449e-06]
Topo-0000,0.4,100,97,97,False,1,Rb0=1;Ra0=100000;L0=1;,10,5.839243472185558e-08,[-5.9998350028874474e-05]
Topo-0000,0.4,100,97,97,False,1,Rb0=1;Ra0=100000;L0=10;,10,5.839243472185558e-08,[-5.999835002887449e-06]
Topo-0000,0.4,100,97,97,False,1,Rb0=1;Ra0=100000;L0=1;,100,5.839243472185585e-09,[-5.9998350028874474e-05]
Topo-0000,0.4,100,97,97,False,1,Rb0=1;Ra0=100000;L0=10;,100,5.839243472185585e-09,[-5.999835002887449e-06]
Topo-0000,0.4,1,26,26,False,10,Rb0=1;Ra0=100000;L0=1;,1,1.5999714669288413e-06,[-5.9998350028874485e-06]
Topo-0000,0.4,1,26,26,False,10,Rb0=1;Ra0=100000;L0=10;,1,1.5999714669288413e-06,[-5.999835002887449e-07]
Topo-0000,0.4,1,26,26,False,10,Rb0=1;Ra0=100000;L0=1;,10,1.5999714669288415e-07,[-5.9998350028874485e-06]
Topo-0000,0.4,1,26,26,False,10,Rb0=1;Ra0=100000;L0=10;,10,1.5999714669288415e-07,[-5.999835002887449e-07]
Topo-0000,0.4,1,26,26,False,10,Rb0=1;Ra0=100000;L0=1;,100,1.599971466928841e-08,[-5.9998350028874485e-06]
Topo-0000,0.4,1,26,26,False,10,Rb0=1;Ra0=100000;L0=10;,100,1.599971466928841e-08,[-5.999835002887449e-07]
Topo-0000,0.4,10,78,78,False,10,Rb0=1;Ra0=100000;L0=1;,1,4.705758018202096e-07,[-5.999835002887448e-06]
Topo-0000,0.4,10,78,78,False,10,Rb0=1;Ra0=100000;L0=10;,1,4.705758018202096e-07,[-5.999835002887448e-07]
Topo-0000,0.4,10,78,78,False,10,Rb0=1;Ra0=100000;L0=1;,10,4.705758018202098e-08,[-5.999835002887448e-06]
Topo-0000,0.4,10,78,78,False,10,Rb0=1;Ra0=100000;L0=10;,10,4.705758018202098e-08,[-5.999835002887448e-07]
Topo-0000,0.4,10,78,78,False,10,Rb0=1;Ra0=100000;L0=1;,100,4.705758018202095e-09,[-5.999835002887448e-06]
Topo-0000,0.4,10,78,78,False,10,Rb0=1;Ra0=100000;L0=10;,100,4.705758018202095e-09,[-5.999835002887448e-07]
Topo-0000,0.4,100,97,97,False,10,Rb0=1;Ra0=100000;L0=1;,1,5.839243472185558e-08,[-5.999835002887448e-06]
Topo-0000,0.4,100,97,97,False,10,Rb0=1;Ra0=100000;L0=10;,1,5.839243472185558e-08,[-5.999835002887449e-07]
Topo-0000,0.4,100,97,97,False,10,Rb0=1;Ra0=100000;L0=1;,10,5.839243472185558e-09,[-5.999835002887448e-06]
Topo-0000,0.4,100,97,97,False,10,Rb0=1;Ra0=100000;L0=10;,10,5.839243472185558e-09,[-5.999835002887449e-07]
Topo-0000,0.4,100,97,97,False,10,Rb0=1;Ra0=100000;L0=1;,100,5.839243472185585e-10,[-5.999835002887448e-06]
Topo-0000,0.4,100,97,97,False,10,Rb0=1;Ra0=100000;L0=10;,100,5.839243472185585e-10,[-5.999835002887449e-07]
Topo-0000,0.5,1,31,31,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,0.00015624744142431868,[-0.0004999890001319984]
Topo-0000,0.5,1,31,31,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,0.00015624744142431868,[-4.9998900013199816e-05]
Topo-0000,0.5,1,31,31,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,1.5624744142431877e-05,[-0.0004999890001319984]
Topo-0000,0.5,1,31,31,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,1.5624744142431877e-05,[-4.9998900013199816e-05]
Topo-0000,0.5,1,31,31,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,1.5624744142431861e-06,[-0.0004999890001319984]
Topo-0000,0.5,1,31,31,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,1.5624744142431861e-06,[-4.9998900013199816e-05]
Topo-0000,0.5,10,81,81,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,4.098270492885227e-05,[-0.0004999890001319984]
Topo-0000,0.5,10,81,81,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,4.098270492885227e-05,[-4.999890001319985e-05]
Topo-0000,0.5,10,81,81,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,4.0982704928852345e-06,[-0.0004999890001319984]
Topo-0000,0.5,10,81,81,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,4.0982704928852345e-06,[-4.999890001319985e-05]
Topo-0000,0.5,10,81,81,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,4.0982704928852367e-07,[-0.0004999890001319984]
Topo-0000,0.5,10,81,81,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,4.0982704928852367e-07,[-4.999890001319985e-05]
Topo-0000,0.5,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=1;,1,4.892251658860047e-06,[-0.0004999890001319983]
Topo-0000,0.5,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=10;,1,4.892251658860047e-06,[-4.999890001319985e-05]
Topo-0000,0.5,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=1;,10,4.892251658860225e-07,[-0.0004999890001319984]
Topo-0000,0.5,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=10;,10,4.892251658860225e-07,[-4.999890001319985e-05]
Topo-0000,0.5,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=1;,100,4.892251658860203e-08,[-0.0004999890001319984]
Topo-0000,0.5,100,97,97,False,0.1,Rb0=1;Ra0=100000;L0=10;,100,4.892251658860203e-08,[-4.999890001319985e-05]
Topo-0000,0.5,1,31,31,False,1,Rb0=1;Ra0=100000;L0=1;,1,1.562474414243187e-05,[-4.999890001319984e-05]
Topo-0000,0.5,1,31,31,False,1,Rb0=1;Ra0=100000;L0=10;,1,1.562474414243187e-05,[-4.999890001319982e-06]
Topo-0000,0.5,1,31,31,False,1,Rb0=1;Ra0=100000;L0=1;,10,1.5624744142431876e-06,[-4.999890001319984e-05]
Topo-0000,0.5,1,31,31,False,1,Rb0=1;Ra0=100000;L0=10;,10,1.5624744142431876e-06,[-4.999890001319982e-06]
Topo-0000,0.5,1,31,31,False,1,Rb0=1;Ra0=100000;L0=1;,100,1.5624744142431863e-07,[-4.999890001319984e-05]
Topo-0000,0.5,1,31,31,False,1,Rb0=1;Ra0=100000;L0=10;,100,1.5624744142431863e-07,[-4.999890001319982e-06]
Topo-0000,0.5,10,81,81,False,1,Rb0=1;Ra0=100000;L0=1;,1,4.098270492885227e-06,[-4.999890001319984e-05]
Topo-0000,0.5,10,81,81,False,1,Rb0=1;Ra0=100000;L0=10;,1,4.098270492885227e-06,[-4.999890001319986e-06]
Topo-0000,0.5,10,81,81,False,1,Rb0=1;Ra0=100000;L0=1;,10,4.098270492885234e-07,[-4.999890001319984e-05]
Topo-0000,0.5,10,81,81,False,1,Rb0=1;Ra0=100000;L0=10;,10,4.098270492885234e-07,[-4.999890001319986e-06]
Topo-0000,0.5,10,81,81,False,1,Rb0=1;Ra0=100000;L0=1;,100,4.098270492885236e-08,[-4.999890001319984e-05]
Topo-0000,0.5,10,81,81,False,1,Rb0=1;Ra0=100000;L0=10;,100,4.098270492885236e-08,[-4.999890001319986e-06]
Topo-0000,0.5,100,97,97,False,1,Rb0=1;Ra0=100000;L0=1;,1,4.892251658860048e-07,[-4.999890001319983e-05]
Topo-0000,0.5,100,97,97,False,1,Rb0=1;Ra0=100000;L0=10;,1,4.892251658860048e-07,[-4.999890001319986e-06]
Topo-0000,0.5,100,97,97,False,1,Rb0=1;Ra0=100000;L0=1;,10,4.892251658860225e-08,[-4.999890001319984e-05]
Topo-0000,0.5,100,97,97,False,1,Rb0=1;Ra0=100000;L0=10;,10,4.892251658860225e-08,[-4.999890001319986e-06]
Topo-0000,0.5,100,97,97,False,1,Rb0=1;Ra0=100000;L0=1;,100,4.892251658860203e-09,[-4.999890001319984e-05]
Topo-0000,0.5,100,97,97,False,1,Rb0=1;Ra0=100000;L0=10;,100,4.892251658860203e-09,[-4.999890001319986e-06]
Topo-0000,0.5,1,31,31,False,10,Rb0=1;Ra0=100000;L0=1;,1,1.5624744142431868e-06,[-4.999890001319985e-06]
Topo-0000,0.5,1,31,31,False,10,Rb0=1;Ra0=100000;L0=10;,1,1.5624744142431868e-06,[-4.999890001319982e-07]
Topo-0000,0.5,1,31,31,False,10,Rb0=1;Ra0=100000;L0=1;,10,1.5624744142431877e-07,[-4.999890001319985e-06]
