efficiency,vout,reward,DC_para,query,efficiency,vout,reward,DC_para,query
0.5465536690943306,98.71854882999911,0.0022348011727835876,0.9,9,0.9072150060882621,187.20971875999774,0.831037523381708,0.5,15
