efficiency,vout,reward,DC_para,query,efficiency,vout,reward,DC_para,query
0.9872670975854776,98.7918632828015,0.004069089617961108,0.1,10,0.04319046961919093,47.34111756960011,1.6190371072886976e-07,0.9,14
