efficiency,vout,reward,DC_para,query,efficiency,vout,reward,DC_para,query
0.91,164.0,0.45424349585026363,0.8,31,0.99,99.0,0.0041734676337375366,0.8,40
0.95,191.0,0.909628508661428,0.5,33,0.58,117.0,0.014435624387095277,0.2,37
0.99,99.0,0.0041734676337375366,0.9,32,0.99,99.0,0.0041734676337375366,0.9,45
0.99,99.0,0.0041734676337375366,0.9,29,0.31,126.0,0.01645748656569192,0.3,38
