fn,0.1,"(0.1, 1, 100, 50, 10, 0.1, 100000, 1, 100, 10, 100000, 1)",89,0.01,False
fn,0.3,"(0.3, 1, 100, 50, 10, 0.1, 100000, 1, 100, 10, 100000, 1)",91,0.02,False
fn,0.5,"(0.5, 1, 100, 50, 10, 0.1, 100000, 1, 100, 10, 100000, 1)",93,0.03,False
fn,0.7,"(0.7, 1, 100, 50, 10, 0.1, 100000, 1, 100, 10, 100000, 1)",94,0.05,False
fn,0.9,"(0.9, 1, 100, 50, 10, 0.1, 100000, 1, 100, 10, 100000, 1)",96,0.15,False
